art_grp_se,archv_artst_nm,nm,vrit_mark_cn,realm_cl,act_relm_cn,birth_year,rsrch_man_nm,url
ARTST,예술인,김태,Kim tai,미술작가,미술작가,1931,,https://www.daarts.or.kr/handle/11080/19331
ARTST,예술인,김태곤,Kim tae gon,미술작가,미술작가,1967,,https://www.daarts.or.kr/handle/11080/19332
ARTST,예술인,김태호,Kim tai ho,시각예술,미술작가,1954,,https://www.daarts.or.kr/handle/11080/19333
ARTST,예술인,김태호,Kim tae ho,시각예술,미술작가,1948,,https://www.daarts.or.kr/handle/11080/66007
ARTST,예술인,김태희,Kim Taehi,창작음악,창작음악,1971,,https://www.daarts.or.kr/handle/11080/52951
ARTST,예술인,김학대,"Kim, Hak-Dai",시각예술,　,1960,,https://www.daarts.or.kr/handle/11080/33839
ARTST,예술인,김학수,金學洙,시각예술,한국화,1919,,https://www.daarts.or.kr/handle/11080/6036
ARTST,예술인,김학자,金學子,공연예술,무용,1939,,https://www.daarts.or.kr/handle/11080/6151
ARTST,예술인,김현섭,Kim Hyun-seob,창작음악,창작음악,1991,,https://www.daarts.or.kr/handle/11080/87704
ARTST,예술인,김현자,金賢慈,공연예술,한국무용,1947,,https://www.daarts.or.kr/handle/11080/6350
ARTST,예술인,김형대,Kim hyung dae,미술작가,미술작가,1936,,https://www.daarts.or.kr/handle/11080/19335
ARTST,예술인,김형수,金亨洙,시각예술,한국화,1929,,https://www.daarts.or.kr/handle/11080/5842
ARTST,예술인,김형주,金亨柱,공연예술,작곡,1925,,https://www.daarts.or.kr/handle/11080/24123
ARTST,예술인,김형주,金亨住,공연예술,"작곡, 음악평론",1925,,https://www.daarts.or.kr/handle/11080/120326
ARTST,예술인,김혜식,金惠植,공연예술,발레,1942,,https://www.daarts.or.kr/handle/11080/6357
ARTST,예술인,김혜원,Kim hae won,미술작가,미술작가,1941,,https://www.daarts.or.kr/handle/11080/19336
ARTST,예술인,김혜자,Kim Hye-ja,창작음악,창작음악,1943,,https://www.daarts.or.kr/handle/11080/66856
ARTST,예술인,김호득,Kim ho duck,미술작가,미술작가,1950,,https://www.daarts.or.kr/handle/11080/19337
ARTST,예술인,김호석,Kim ho suk,미술작가,미술작가,1957,,https://www.daarts.or.kr/handle/11080/19338
ARTST,예술인,김홍주,Kim hong joo,시각예술,미술작가,1945,,https://www.daarts.or.kr/handle/11080/19339
ARTST,예술인,김화숙,,공연예술,무용,1949,,https://www.daarts.or.kr/handle/11080/136017
ARTST,예술인,김황록,Kim hwang rok,미술작가,미술작가,1961,,https://www.daarts.or.kr/handle/11080/19341
ARTST,예술인,김효성,Kim Hyosung,창작음악,창작음악,1965,,https://www.daarts.or.kr/handle/11080/58555
ARTST,예술인,김효숙,Gim hyo sook,미술작가,미술작가,1955,,https://www.daarts.or.kr/handle/11080/19342
ARTST,예술인,김효주,Kim Hyoju,창작음악,창작음악,,,https://www.daarts.or.kr/handle/11080/82621
ARTST,예술인,김후란,"金后蘭, 본명 김형덕(金炯德)",문학,"시, 수필",1934,,https://www.daarts.or.kr/handle/11080/107184
ARTST,예술인,김흥수,金興洙,시각예술,서양화,1919,,https://www.daarts.or.kr/handle/11080/6131
ARTST,예술인,김희라,Kim Heera,창작음악,창작음악,1976,,https://www.daarts.or.kr/handle/11080/58264
ARTST,예술인,김희정,Kim Cecilia Heejeong,창작음악,창작음악,1968,,https://www.daarts.or.kr/handle/11080/51263
ARTST,예술인,나기환,Na ki whan,시각예술,미술작가,1952,,https://www.daarts.or.kr/handle/11080/19343
ARTST,예술인,나실인,,공연예술,음악,1979,,https://www.daarts.or.kr/handle/11080/135814
ARTST,예술인,나실인,,공연예술,음악,1979,,https://www.daarts.or.kr/handle/11080/135812
ARTST,예술인,나실인,,공연예술,음악,1979,,https://www.daarts.or.kr/handle/11080/135813
ARTST,예술인,나윤빈,,문학,문학,1982,,https://www.daarts.or.kr/handle/11080/92488
ARTST,예술인,나인용,羅仁容,공연예술,작곡,1936,,https://www.daarts.or.kr/handle/11080/23364
ARTST,예술인,나인용,La In-yong,창작음악,창작음악,1936,,https://www.daarts.or.kr/handle/11080/49222
ARTST,예술인,남상봉,Nam Sangbong,창작음악,창작음악,1979,,https://www.daarts.or.kr/handle/11080/80673
ARTST,예술인,남정현,南廷賢,문학,소설,1933,,https://www.daarts.or.kr/handle/11080/5638
ARTST,예술인,남진,Nam Jin,창작음악,창작음악,1971,,https://www.daarts.or.kr/handle/11080/52220
ARTST,예술인,노경식,盧炅植,공연예술,극작가,1938,,https://www.daarts.or.kr/handle/11080/28986
ARTST,예술인,노라노,"Nora Noh, 본명 노명자(盧明子)",시각예술,"패션디자인, 패션산업",1928,,https://www.daarts.or.kr/handle/11080/26411
ARTST,예술인,노원희,Noh won hee,미술작가,미술작가,1948,,https://www.daarts.or.kr/handle/11080/19344
ARTST,예술인,노은님,Ro eun nim,미술작가,미술작가,1946,,https://www.daarts.or.kr/handle/11080/19345
ARTST,예술인,노재승,Noh jae seung,미술작가,미술작가,1945,,https://www.daarts.or.kr/handle/11080/19346
ARTST,예술인,노정란,Jung ran Noh,시각예술,미술작가,1948,,https://www.daarts.or.kr/handle/11080/19347
ARTST,예술인,도윤희,To hyun hee,미술작가,미술작가,1961,,https://www.daarts.or.kr/handle/11080/19348
ARTST,예술인,라병연,羅 炳 連,시각예술,"조각(목조각, 목공예)",1970,,https://www.daarts.or.kr/handle/11080/28804
ARTST,예술인,레이몬드한,Laymond hahn,미술작가,미술작가,1967,,https://www.daarts.or.kr/handle/11080/19349
ARTST,예술인,류경선,Ryoo Kyoung-sun,,창작음악,1972,,https://www.daarts.or.kr/handle/11080/68504
ARTST,예술인,류경선,Ryoo Kyoung-sun,창작음악,창작음악,1972,,https://www.daarts.or.kr/handle/11080/68506
ARTST,예술인,류병엽,Rhoo byung yup,미술작가,미술작가,1947,,https://www.daarts.or.kr/handle/11080/19350
ARTST,예술인,류재구,Liu jai koo,미술작가,미술작가,1952,,https://www.daarts.or.kr/handle/11080/19351
ARTST,예술인,류창순,Ryu Tchangsun,창작음악,창작음악,1983,,https://www.daarts.or.kr/handle/11080/69789
ARTST,예술인,메리조 프레슬리,Mary Jo Freshley,공연예술,한국무용,1934,,https://www.daarts.or.kr/handle/11080/29815
ARTST,예술인,목진덕,,공연예술,연극,1967,,https://www.daarts.or.kr/handle/11080/134623
ARTST,예술인,목진덕,,공연예술,연극,1967,,https://www.daarts.or.kr/handle/11080/135992
ARTST,예술인,목진덕,,공연예술,연극,1967,,https://www.daarts.or.kr/handle/11080/135991
ARTST,예술인,목진덕,,공연예술,연극,1967,,https://www.daarts.or.kr/handle/11080/134624
ARTST,예술인,목진덕,,공연예술,연극,1967,,https://www.daarts.or.kr/handle/11080/134626
ARTST,예술인,무세중,"巫世衆, 본명 김세중(金世中)",공연예술,행위예술,1937,,https://www.daarts.or.kr/handle/11080/24044
ARTST,예술인,묵계월,"墨桂月, 본명 이경옥(李瓊玉)",공연예술,경기민요,1921,,https://www.daarts.or.kr/handle/11080/6276
ARTST,예술인,문두훈,文斗訓,공연예술,트롬본,1932,,https://www.daarts.or.kr/handle/11080/107167
ARTST,예술인,문봉선,Moon Bong-sun,시각예술,미술작가,1961,,https://www.daarts.or.kr/handle/11080/19352
ARTST,예술인,문선경,,공연예술,음악,1981,,https://www.daarts.or.kr/handle/11080/135935
ARTST,예술인,문선경,,공연예술,음악,1981,,https://www.daarts.or.kr/handle/11080/135934
ARTST,예술인,문성준,Moon Seong-joon,창작음악,창작음악,1968,,https://www.daarts.or.kr/handle/11080/58703
ARTST,예술인,문은희,文銀姬,시각예술,한국화,1931,,https://www.daarts.or.kr/handle/11080/5846
ARTST,예술인,문인상,Moon in sang,미술작가,미술작가,1960,,https://www.daarts.or.kr/handle/11080/19353
ARTST,예술인,문인수,Moon in soo,미술작가,미술작가,1955,,https://www.daarts.or.kr/handle/11080/19354
ARTST,예술인,문장원,文章垣,공연예술,"민속춤, 동래야류",1917,,https://www.daarts.or.kr/handle/11080/6204
ARTST,예술인,문정숙,文正淑,공연예술,무용,1943,,https://www.daarts.or.kr/handle/11080/6153
ARTST,예술인,문종숙,Moon jong sook,미술작가,미술작가,1965,,https://www.daarts.or.kr/handle/11080/19355
ARTST,예술인,문주,Moon joo,미술작가,미술작가,1961,,https://www.daarts.or.kr/handle/11080/19356
ARTST,예술인,민경갑,閔庚甲,시각예술,한국화,1933,,https://www.daarts.or.kr/handle/11080/5904
ARTST,예술인,민경찬,Min kyung chan,미술작가,미술작가,1935,,https://www.daarts.or.kr/handle/11080/19357
ARTST,예술인,민병헌,Min byung hun,미술작가,미술작가,1955,,https://www.daarts.or.kr/handle/11080/19358
ARTST,예술인,민복진,閔福鎭,시각예술,조각,1927,,https://www.daarts.or.kr/handle/11080/19359
ARTST,예술인,민영치,Min Youngchi,창작음악,창작음악,1970,,https://www.daarts.or.kr/handle/11080/49618
ARTST,예술인,민정기,Min joung ki,미술작가,미술작가,1949,,https://www.daarts.or.kr/handle/11080/19360
ARTST,예술인,박경아,Park Kyung-a,창작음악,창작음악,1963,,https://www.daarts.or.kr/handle/11080/69033
ARTST,예술인,박경주,Park kyung joo,시각예술,미술작가,1960,,https://www.daarts.or.kr/handle/11080/19361
ARTST,예술인,박고석,Park ko suk,미술작가,미술작가,1917,,https://www.daarts.or.kr/handle/11080/19362
ARTST,예술인,박광진,Park kwang jin,미술작가,미술작가,1935,,https://www.daarts.or.kr/handle/11080/19363
ARTST,예술인,박기웅,Park ki woong,미술작가,미술작가,1958,,https://www.daarts.or.kr/handle/11080/19364
ARTST,예술인,박남철,Park nam cheol,미술작가,미술작가,1953,,https://www.daarts.or.kr/handle/11080/19365
ARTST,예술인,박노수,Park no soo,미술작가,미술작가,1927,,https://www.daarts.or.kr/handle/11080/19366
ARTST,예술인,박대성,Park dae sung,미술작가,미술작가,1945,,https://www.daarts.or.kr/handle/11080/19367
ARTST,예술인,박돈,"(朴敦), 본명 박창돈(朴昌敦)",시각예술,서양화,1928,,https://www.daarts.or.kr/handle/11080/19368
ARTST,예술인,박동우,Park Dong Woo,공연예술,무대미술,1962,,https://www.daarts.or.kr/handle/11080/48786
ARTST,예술인,박동욱,朴東旭,공연예술,타악기,1935,,https://www.daarts.or.kr/handle/11080/67290
ARTST,예술인,박동인,Park dong in,미술작가,미술작가,,,https://www.daarts.or.kr/handle/11080/19369
ARTST,예술인,박명숙,박명숙,공연예술,무용,1950,,https://www.daarts.or.kr/handle/11080/48249
ARTST,예술인,박명훈,Park Myunghoon,창작음악,창작음악,1980,,https://www.daarts.or.kr/handle/11080/67856
ARTST,예술인,박문종,Park moon jong,미술작가,미술작가,1957,,https://www.daarts.or.kr/handle/11080/19370
ARTST,예술인,박범태,,공연예술,전통연희,1981,,https://www.daarts.or.kr/handle/11080/92484
ARTST,예술인,박범훈,朴範薰,공연예술,"국악, 무용음악",1948,,https://www.daarts.or.kr/handle/11080/6173
ARTST,예술인,박병오,Park Byong-o,창작음악,창작음악,1967,,https://www.daarts.or.kr/handle/11080/49125
ARTST,예술인,박보희,朴普熙,공연예술,현대무용,1930,,https://www.daarts.or.kr/handle/11080/45181
ARTST,예술인,박복규,Park boc kyoo,미술작가,미술작가,1946,,https://www.daarts.or.kr/handle/11080/19372
ARTST,예술인,박불똥,Park bul ddong,시각예술,미술작가,1956,,https://www.daarts.or.kr/handle/11080/19373
ARTST,예술인,박상숙,Park sang sook,미술작가,미술작가,1951,,https://www.daarts.or.kr/handle/11080/19374
ARTST,예술인,박서보,"朴栖甫, 본명 박재홍(朴在弘)",시각예술,"서양화, 미술행정(미술작가 500인)",1931,,https://www.daarts.or.kr/handle/11080/19375
ARTST,예술인,박석원,Park suk won,미술작가,미술작가,1942,,https://www.daarts.or.kr/handle/11080/19376
ARTST,예술인,박선희,Park sun hee,미술작가,미술작가,1942,,https://www.daarts.or.kr/handle/11080/19377
ARTST,예술인,박성미,Seong mi Park,창작음악,창작음악,1983,,https://www.daarts.or.kr/handle/11080/69682
ARTST,예술인,박성원,"Soungwon BAHK	",창작음악,창작음악,1976,,https://www.daarts.or.kr/handle/11080/106500
ARTST,예술인,박성환,Park sung hwan,미술작가,미술작가,1919,,https://www.daarts.or.kr/handle/11080/19378
ARTST,예술인,박성희,Park sung hee,미술작가,미술작가,1970,,https://www.daarts.or.kr/handle/11080/19379
ARTST,예술인,박소영,Park so young,미술작가,미술작가,1970,,https://www.daarts.or.kr/handle/11080/19380
ARTST,예술인,박송희,朴松熙,공연예술,판소리,1927,,https://www.daarts.or.kr/handle/11080/6191
ARTST,예술인,박수정,Soojung Park,창작음악,창작음악,1983,,https://www.daarts.or.kr/handle/11080/106595
ARTST,예술인,박순녀,朴順女,문학,소설,1928,,https://www.daarts.or.kr/handle/11080/5656
ARTST,예술인,박승규,Park seung kyu,시각예술,미술작가,1951,,https://www.daarts.or.kr/handle/11080/19381
ARTST,예술인,박승영,Park Seungyoung,창작음악,창작음악,1970,,https://www.daarts.or.kr/handle/11080/58513
ARTST,예술인,박시하,,시각예술,시각기타,1997,,https://www.daarts.or.kr/handle/11080/135983
ARTST,예술인,박시하,,시각예술,시각기타,1997,,https://www.daarts.or.kr/handle/11080/135984
ARTST,예술인,박실,Park sil,미술작가,미술작가,1951,,https://www.daarts.or.kr/handle/11080/19382
ARTST,예술인,박애정,Park ad jong,미술작가,미술작가,1951,,https://www.daarts.or.kr/handle/11080/19383
ARTST,예술인,박영근,Park young geun,미술작가,미술작가,1959,,https://www.daarts.or.kr/handle/11080/19384
ARTST,예술인,박영근,Park Young-keun,창작음악,창작음악,1947,,https://www.daarts.or.kr/handle/11080/49636
ARTST,예술인,박영대,Park young dae,시각예술,미술작가,1942,,https://www.daarts.or.kr/handle/11080/19386
ARTST,예술인,박영란,Park Yongnan,창작음악,창작음악,1961,,https://www.daarts.or.kr/handle/11080/68530
ARTST,예술인,박영숙,Park young sook,미술작가,미술작가,1942,,https://www.daarts.or.kr/handle/11080/19387
ARTST,예술인,박완서,朴婉緖,문학,소설,1931,,https://www.daarts.or.kr/handle/11080/5741
ARTST,예술인,박용구,朴容九,공연예술,음악평론,1914,,https://www.daarts.or.kr/handle/11080/6391
ARTST,예술인,박윤경,Park Yoonkyung,창작음악,창작음악,1974,,https://www.daarts.or.kr/handle/11080/69025
ARTST,예술인,박은경,Park Eungyeong,창작음악,창작음악,1979,,https://www.daarts.or.kr/handle/11080/58059
ARTST,예술인,박은혜,Park Eunhye,창작음악,창작음악,1964,,https://www.daarts.or.kr/handle/11080/58401
ARTST,예술인,박을복,朴乙福,시각예술,자수공예,1915,,https://www.daarts.or.kr/handle/11080/5818
ARTST,예술인,박이소,Bahc yi so,시각예술,미술작가,1957,,https://www.daarts.or.kr/handle/11080/19388
ARTST,예술인,박이제,Park Ije,창작음악,창작음악,,,https://www.daarts.or.kr/handle/11080/82694
ARTST,예술인,박인현,Parkinhyun,시각예술,미술작가,1957,,https://www.daarts.or.kr/handle/11080/19389
ARTST,예술인,박인호,Park Inho,창작음악,창작음악,1956,,https://www.daarts.or.kr/handle/11080/49216
ARTST,예술인,박일순,Park il soon,미술작가,미술작가,1957,,https://www.daarts.or.kr/handle/11080/19390
ARTST,예술인,박재열,Park Jae-youl,창작음악,창작음악,1930,,https://www.daarts.or.kr/handle/11080/71521
ARTST,예술인,박정애,Park jung ae,미술작가,미술작가,1951,,https://www.daarts.or.kr/handle/11080/19391
ARTST,예술인,박조열,朴祚烈,공연예술,연극,1930,,https://www.daarts.or.kr/handle/11080/60559
ARTST,예술인,박종배,Park chong bae,시각예술,미술작가,1935,,https://www.daarts.or.kr/handle/11080/19392
ARTST,예술인,박준상,Park Jun-sang,창작음악,창작음악,1938,,https://www.daarts.or.kr/handle/11080/87319
ARTST,예술인,박준영,Park Junyoung,창작음악,창작음악,1967,,https://www.daarts.or.kr/handle/11080/68776
ARTST,예술인,박지수,Park Jisoo,창작음악,창작음악,1985,,https://www.daarts.or.kr/handle/11080/68763
ARTST,예술인,박지은,,시각예술,회화,1972,,https://www.daarts.or.kr/handle/11080/135786
ARTST,예술인,박지은,,시각예술,시각기타,1972,,https://www.daarts.or.kr/handle/11080/135781
ARTST,예술인,박지은,,시각예술,회화,1972,,https://www.daarts.or.kr/handle/11080/135785
ARTST,예술인,박지은,,시각예술,시각기타,1972,,https://www.daarts.or.kr/handle/11080/135783
ARTST,예술인,박지은,,시각예술,시각기타,1972,,https://www.daarts.or.kr/handle/11080/135777
ARTST,예술인,박지은,,시각예술,시각기타,1972,,https://www.daarts.or.kr/handle/11080/135782
ARTST,예술인,박찬호,朴燦鎬,대중예술,재일가요사 연구,1943,,https://www.daarts.or.kr/handle/11080/88377
ARTST,예술인,박춘명,朴春鳴,시각예술,건축,1924,,https://www.daarts.or.kr/handle/11080/6000
ARTST,예술인,박충흠,Park choong heum,미술작가,미술작가,1946,,https://www.daarts.or.kr/handle/11080/19393
ARTST,예술인,박태현,,창작음악,창작음악,,,https://www.daarts.or.kr/handle/11080/69915
ARTST,예술인,박태환,,공연예술,연극,1986,,https://www.daarts.or.kr/handle/11080/91801
